"i","T1_mean","T1_max","T1_min","T1_sd","T1_var","T2_mean","T2_max","T2_min","T2_sd","T2_var","T3_mean","T3_max","T3_min","T3_sd","T3_var","Raw_moist_mean","Raw_moist_max","Raw_moist_min","Raw_moist_sd","Raw_moist_var","Vol_moist_mean","Vol_moist_max","Vol_moist_min","Vol_moist_sd","Vol_moist_var"
"22-11054","15.5972222222222","15.75","15.5","0.0890000390137243","0.00792100694444444","20.9375","23.375","19.8125","1.08748204008158","1.1826171875","22.6736111111111","27","20.875","1.93593126456264","3.74782986111111","1175.66666666667","1184","1166","6.32455532033676","40","11.7","11.9","11.5","0.14142135623731","0.0200000000000001"
"22-11055","20.65","21.25","20","0.489339478276585","0.239453125","19.3875","20.125","18.9375","0.566651347832157","0.32109375","18.8","19.5","18.25","0.59028594765588","0.3484375","848.8","852","846","2.28035085019828","5.2","4.44","4.5","4.4","0.0547722557505164","0.00299999999999998"
"22-11056","20.9140625","21.625","20.5","0.421171702134143","0.177385602678571","26.3671875","28.9375","22.5625","2.74012787680612","7.50830078125","26.703125","29.625","21.25","3.17297988321479","10.0678013392857","1553.875","1572","1525","16.3919623160691","268.696428571429","19.7625","20.1","19.2","0.333541601603159","0.11125"
"22-11058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22-11059","16.7569444444444","17","16.625","0.148048650036999","0.0219184027777778","24.625","28.375","21.5","2.61680267693229","6.84765625","25.1736111111111","28.1875","21.9375","2.59502562340165","6.73415798611111","1212.55555555556","1221","1201","7.09068246206088","50.2777777777778","12.5111111111111","12.7","12.3","0.153659074288214","0.0236111111111109"
"22-11060","22.6484375","25","22.125","0.969361845954779","0.939662388392857","27.2421875","29.625","24","2.26247471868275","5.11879185267857","24.0703125","25.75","21.5","1.58094029293374","2.49937220982143","1357.875","1385","1297","29.9019230150838","894.125","15.6125","16.2","14.3","0.644620597162171","0.415535714285714"
"22-11061","19.0625","20.125","18.75","0.540543707760991","0.2921875","26.7604166666667","27.0625","26.5","0.225057862930107","0.0506510416666667","27.4375","27.6875","27.125","0.197642353760524","0.0390625","1007","1012","1003","3.57770876399966","12.8","7.98333333333333","8.1","7.9","0.0983192080250172","0.0096666666666666"
"22-11062","18.3359375","18.5625","18.125","0.173390236481593","0.0300641741071429","21.7734375","23.75","21.125","0.858867544980848","0.737653459821429","22.046875","23.25","21.3125","0.677895575080916","0.459542410714286","1556.875","1565","1544","7.03942976586679","49.5535714285714","19.8375","20","19.6","0.140788595317335","0.0198214285714284"
"22-11063","14.21875","15.125","14","0.388161877130074","0.150669642857143","17.5546875","18.75","16.5625","0.865662873075557","0.749372209821429","18.03125","19.75","16.875","0.976281209488332","0.953125","1085.125","1099","1070","9.68706796271636","93.8392857142857","9.7125","10","9.4","0.203100960115899","0.04125"
"22-11066","17.5277777777778","18.0625","17.375","0.236162167682388","0.0557725694444444","19.9027777777778","21.5625","19.25","0.693940789581103","0.481553819444444","20.2291666666667","20.875","19.5","0.478033079399324","0.228515625","959.777777777778","970","949","7.37864787372622","54.4444444444444","6.94444444444444","7.2","6.7","0.181046341520003","0.0327777777777777"
"22-11067","19.2013888888889","21.625","17.375","1.55742230499987","2.42556423611111","23.0902777777778","25.125","20.3125","1.62563422452421","2.64268663194444","22.0902777777778","24","19.25","1.59470287418831","2.54307725694444","973.888888888889","989","956","10.9138036958299","119.111111111111","7.25555555555556","7.6","6.9","0.22973414586817","0.0527777777777777"
"22-11068","24.875","25.75","24.5","0.446339276783928","0.19921875","27.6666666666667","30.9375","25.1875","2.25065094750385","5.0654296875","27.2569444444444","29.875","24.625","2.10455338855487","4.42914496527778","1718.77777777778","1736","1707","10.5330168728833","110.944444444444","23.1555555555556","23.5","22.9","0.212785755580062","0.0452777777777779"
"22-11069","18.75","19.5","17.8125","0.616187877193312","0.3796875","17.8020833333333","18.1875","17.625","0.210715546808171","0.0444010416666667","17.34375","17.875","17.125","0.273147167292652","0.074609375","731.833333333333","734","731","1.16904519445001","1.36666666666667","1.75","1.8","1.7","0.0547722557505167","0.00300000000000001"
"22-11070","13.6388888888889","14.125","13.25","0.316810548453032","0.100368923611111","15.7708333333333","16.875","14.75","0.744773455488312","0.5546875","16.4444444444444","17.875","15.125","0.95271222847079","0.907660590277778","1365.22222222222","1371","1355","5.65194165260439","31.9444444444444","15.8","15.9","15.6","0.122474487139159","0.0150000000000001"
"22-11071","20.4444444444444","21.75","19.25","1.00216778923381","1.00434027777778","21.9097222222222","25","18.8125","2.33897662064939","5.47081163194444","19.8680555555556","23","17.25","1.98933789934686","3.95746527777778","1061.55555555556","1070","1056","5.79031758868007","33.5277777777778","9.21111111111111","9.4","9.1","0.126929551764399","0.0161111111111112"
"22-11072","23.0357142857143","25","22.25","0.931828080403553","0.868303571428571","31.8571428571429","33.625","29.3125","1.41500252397554","2.00223214285714","31.5714285714286","32.625","29.875","1.11010308937847","1.23232886904762","1053.14285714286","1071","1029","13.9095719012553","193.47619047619","9","9.4","8.5","0.294392028877595","0.0866666666666666"
"22-11073",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22-11074","22.5714285714286","26.375","21.375","1.71407643811887","2.93805803571429","28.2857142857143","29","27.5625","0.503706499953334","0.253720238095238","28.2053571428571","28.75","27.5","0.41881884650822","0.175409226190476","953.714285714286","964","943","7.15807901870993","51.2380952380952","6.8","7","6.6","0.163299316185545","0.0266666666666667"
"22-11075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22-11076","19.7638888888889","20.25","19.625","0.220479275922049","0.0486111111111111","21.4027777777778","23.25","20","1.26479954219807","1.59971788194444","21.9791666666667","24.125","20.4375","1.41662836958039","2.0068359375","1163.88888888889","1173","1153","7.47402910825955","55.8611111111111","11.4333333333333","11.6","11.2","0.15","0.0224999999999999"
"22-11078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22-11079","19","19.375","18.625","0.25194555463433","0.0634765625","17.75","18.875","16.75","0.693158531650589","0.48046875","18.5069444444444","19.875","17.25","0.918263287558518","0.843207465277778","1115.77777777778","1156","1101","16.4147630029935","269.444444444444","10.4111111111111","11.3","10.1","0.362092683040007","0.131111111111111"
