"Sample_ID","Logger_ID","Date_time","T1","T2","T3","Raw_soil_moisture","Vol_soil_moisture","time_diff"
"22-11067",94233330,2022-05-18 10:15:00,17.875,22.3125,21.25,967,7.1,28
"22-11067",94233330,2022-05-18 10:30:00,18.375,22.875,21.6875,971,7.2,43
"22-11067",94233330,2022-05-18 10:45:00,19.125,23.75,22.625,975,7.3,58
"22-11067",94233330,2022-05-18 11:00:00,19.75,23.25,22.5,978,7.3,73
"22-11067",94233330,2022-05-18 11:15:00,20.25,24.25,23.4375,982,7.4,88
"22-11067",94233330,2022-05-18 11:30:00,21,24.8125,23.6875,985,7.5,103
"22-11067",94233330,2022-05-18 11:45:00,21.625,25.125,24,989,7.6,118
"22-11068",94233349,2022-06-04 13:30:00,24.625,25.25,24.625,1708,22.9,5
"22-11068",94233349,2022-06-04 13:45:00,24.5625,25.1875,24.875,1707,22.9,20
"22-11068",94233349,2022-06-04 14:00:00,24.5,25.875,25.9375,1710,23,35
"22-11068",94233349,2022-06-04 14:15:00,24.5625,26.5,26.1875,1714,23.1,50
"22-11068",94233349,2022-06-04 14:30:00,24.625,26.625,26.375,1715,23.1,65
"22-11068",94233349,2022-06-04 14:45:00,24.75,28.5,28.125,1721,23.2,80
"22-11068",94233349,2022-06-04 15:00:00,25.0625,30,29.8125,1727,23.3,95
"22-11068",94233349,2022-06-04 15:15:00,25.4375,30.125,29.5,1731,23.4,110
"22-11068",94233349,2022-06-04 15:30:00,25.75,30.9375,29.875,1736,23.5,125
"22-11069",94233367,2022-05-13 09:30:00,19.875,19.9375,18.875,498,0,7
"22-11069",94233367,2022-05-13 09:45:00,18.25,18.375,17.375,544,0,22
"22-11069",94233367,2022-05-13 10:00:00,17.8125,17.875,17.25,732,1.8,37
"22-11069",94233367,2022-05-13 10:15:00,18.25,17.625,17.1875,731,1.7,52
"22-11069",94233367,2022-05-13 10:30:00,18.8125,17.75,17.375,732,1.8,67
"22-11069",94233367,2022-05-13 10:45:00,19,17.625,17.125,731,1.7,82
"22-11069",94233367,2022-05-13 11:00:00,19.125,17.75,17.25,731,1.7,97
"22-11069",94233367,2022-05-13 11:15:00,19.5,18.1875,17.875,734,1.8,112
"22-11069",94233367,2022-05-13 11:30:00,23.375,22.375,22.5,472,0,127
"22-11070",94226780,2022-05-18 09:30:00,13.375,15.875,16.125,1355,15.6,2
"22-11070",94226780,2022-05-18 09:45:00,13.25,14.875,15.125,1360,15.7,17
"22-11070",94226780,2022-05-18 10:00:00,13.3125,14.75,15.3125,1361,15.7,32
"22-11070",94226780,2022-05-18 10:15:00,13.4375,15.1875,15.875,1363,15.7,47
"22-11070",94226780,2022-05-18 10:30:00,13.625,15.5,16.25,1368,15.9,62
"22-11070",94226780,2022-05-18 10:45:00,13.75,16,16.75,1369,15.9,77
"22-11070",94226780,2022-05-18 11:00:00,13.875,16.375,17.25,1370,15.9,92
"22-11070",94226780,2022-05-18 11:15:00,14,16.5,17.4375,1370,15.9,107
"22-11070",94226780,2022-05-18 11:30:00,14.125,16.875,17.875,1371,15.9,122
"22-11071",94233344,2022-05-31 09:30:00,24.5,20.875,19.875,571,0,0
"22-11071",94233344,2022-05-31 09:45:00,20,22.625,20.25,1060,9.2,15
"22-11071",94233344,2022-05-31 10:00:00,19.25,21.6875,19.25,1057,9.1,30
"22-11071",94233344,2022-05-31 10:15:00,19.375,19.875,18.375,1057,9.1,45
"22-11071",94233344,2022-05-31 10:30:00,19.5,23.625,21.75,1066,9.3,60
"22-11071",94233344,2022-05-31 10:45:00,20.125,25,23,1070,9.4,75
"22-11071",94233344,2022-05-31 11:00:00,21,25,22,1070,9.4,90
"22-11071",94233344,2022-05-31 11:15:00,21.625,21.3125,18.8125,1062,9.2,105
"22-11071",94233344,2022-05-31 11:30:00,21.75,18.8125,17.25,1056,9.1,120
"22-11072",94226791,2022-05-19 13:00:00,22.625,31.5625,31.9375,1043,8.8,0
"22-11072",94226791,2022-05-19 13:15:00,22.25,32.5,32.625,1050,8.9,15
"22-11072",94226791,2022-05-19 13:30:00,22.375,33.0625,32.375,1057,9.1,30
"22-11072",94226791,2022-05-19 13:45:00,22.75,31.1875,30.25,1059,9.1,45
"22-11072",94226791,2022-05-19 14:00:00,23,31.75,31.4375,1063,9.2,60
"22-11072",94226791,2022-05-19 14:15:00,23.25,33.625,32.5,1071,9.4,75
"22-11072",94226791,2022-05-19 14:30:00,26.5,32.0625,31.1875,421,0,90
"22-11072",94226791,2022-05-19 14:45:00,29.25,29.75,29.875,414,0,105
"22-11072",94226791,2022-05-19 15:00:00,28.625,29.125,29.1875,414,0,120
"22-11073",94233316,2022-05-18 09:21:00,NA,NA,NA,NA,NA,NA
"22-11074",94233317,2022-05-19 13:00:00,21.6875,27.5625,27.5,947,6.6,5
"22-11074",94233317,2022-05-19 13:15:00,21.375,27.9375,28.25,951,6.7,20
"22-11074",94233317,2022-05-19 13:30:00,21.875,29,28.75,957,6.9,35
"22-11074",94233317,2022-05-19 13:45:00,22.0625,28.125,27.9375,956,6.9,50
"22-11074",94233317,2022-05-19 14:00:00,22.125,28.0625,28.125,958,6.9,65
"22-11074",94233317,2022-05-19 14:15:00,22.5,28.5625,28.25,943,6.6,80
"22-11074",94233317,2022-05-19 14:30:00,31.0625,28.6875,28.875,458,0,95
"22-11074",94233317,2022-05-19 14:45:00,30.5625,28.75,29.125,453,0,110
"22-11074",94233317,2022-05-19 15:00:00,29.75,28.625,28.6875,459,0,125
"22-11075",NA,2022-05-17 12:48:00,NA,NA,NA,NA,NA,NA
"22-11076",94233320,2022-05-20 10:15:00,20.25,23.25,22.875,1153,11.2,5
"22-11076",94233320,2022-05-20 10:30:00,19.75,20.5,20.4375,1156,11.3,20
"22-11076",94233320,2022-05-20 10:45:00,19.625,20,20.4375,1159,11.3,35
"22-11076",94233320,2022-05-20 11:00:00,19.625,20.375,21.0625,1161,11.4,50
"22-11076",94233320,2022-05-20 11:15:00,19.625,20.5,21,1163,11.4,65
"22-11076",94233320,2022-05-20 11:30:00,19.625,20.625,21.375,1165,11.5,80
"22-11076",94233320,2022-05-20 11:45:00,19.625,21.75,22.75,1173,11.6,95
"22-11076",94233320,2022-05-20 12:00:00,19.75,22.6875,23.75,1172,11.6,110
"22-11076",94233320,2022-05-20 12:15:00,20,22.9375,24.125,1173,11.6,125
"22-11078",94226821,2022-06-02 08:10:00,NA,NA,NA,NA,NA,NA
"22-11079",94233344,2022-06-10 18:00:00,19.375,18.875,19.875,1101,10.1,3
"22-11079",94233344,2022-06-10 18:15:00,19.25,18.375,19.375,1105,10.2,18
"22-11079",94233344,2022-06-10 18:30:00,19.1875,18.25,19.3125,1107,10.2,33
"22-11079",94233344,2022-06-10 18:45:00,19.125,18,18.9375,1110,10.3,48
"22-11079",94233344,2022-06-10 19:00:00,19,17.75,18.375,1112,10.3,63
"22-11079",94233344,2022-06-10 19:15:00,18.875,17.5,18.1875,1113,10.3,78
"22-11079",94233344,2022-06-10 19:30:00,18.8125,17.25,17.75,1114,10.4,93
"22-11079",94233344,2022-06-10 19:45:00,18.75,17,17.5,1124,10.6,108
"22-11079",94233344,2022-06-10 20:00:00,18.625,16.75,17.25,1156,11.3,123
"22-11080",94226738,2022-05-25 10:15:00,18.4375,18.75,17.625,955,6.8,4
"22-11080",94226738,2022-05-25 10:30:00,17.875,18.625,17.9375,967,7.1,19
"22-11080",94226738,2022-05-25 10:45:00,17.875,19.125,18.5,975,7.3,34
"22-11080",94226738,2022-05-25 11:00:00,17.875,18.875,18.125,979,7.4,49
"22-11080",94226738,2022-05-25 11:15:00,18,19.375,18.75,984,7.5,64
"22-11080",94226738,2022-05-25 11:30:00,18.125,19.125,18.375,987,7.5,79
"22-11080",94226738,2022-05-25 11:45:00,18.25,20,19.375,992,7.7,94
"22-11080",94226738,2022-05-25 12:00:00,18.375,20.125,19.25,995,7.7,109
"22-11080",94226738,2022-05-25 12:15:00,18.5,22.1875,20.875,1002,7.9,124
"22-11081",NA,NA,NA,NA,NA,NA,NA,NA
"22-11082",94226815,2022-05-20 12:45:00,21,27.75,29.625,1154,11.2,5
"22-11082",94226815,2022-05-20 13:00:00,21.625,29.0625,30,2553,39.2,20
"22-11082",94226815,2022-05-20 13:15:00,21.75,27.9375,28.4375,2443,37.2,35
"22-11082",94226815,2022-05-20 13:30:00,21.875,28.0625,28.8125,2393,36.3,50
"22-11082",94226815,2022-05-20 13:45:00,22.125,29.3125,30,2357,35.6,65
"22-11082",94226815,2022-05-20 14:00:00,22.5,30.625,31.25,2333,35.2,80
"22-11082",94226815,2022-05-20 14:15:00,21,29.6875,29.375,517,0,95
"22-11082",94226815,2022-05-20 14:30:00,22.875,26.125,25.75,471,0,110
"22-11082",94226815,2022-05-20 14:45:00,23.75,24.75,24.625,454,0,125
"22-11084",94226772,2022-05-20 10:15:00,24.375,24.25,23.625,476,0,0
"22-11084",94226772,2022-05-20 10:30:00,18,22.125,22.625,1697,22.7,15
"22-11084",94226772,2022-05-20 10:45:00,18.0625,21.5625,22.25,1706,22.9,30
"22-11084",94226772,2022-05-20 11:00:00,18.125,21.625,22.5,1714,23.1,45
"22-11084",94226772,2022-05-20 11:15:00,18.25,21.6875,22.5,1718,23.1,60
"22-11084",94226772,2022-05-20 11:30:00,18.375,21.75,22.75,1722,23.2,75
"22-11084",94226772,2022-05-20 11:45:00,18.5,21.75,22.5,1738,23.5,90
"22-11084",94226772,2022-05-20 12:00:00,18.5625,21.5625,22.25,1738,23.5,105
"22-11084",94226772,2022-05-20 12:15:00,18.625,21.5625,22.375,1741,23.6,120
"22-11085",94233393,2022-05-20 10:30:00,19.125,23.125,22.0625,1706,22.9,5
"22-11085",94233393,2022-05-20 10:45:00,19,21.3125,21.125,1718,23.1,20
"22-11085",94233393,2022-05-20 11:00:00,19.0625,21.125,21.25,1727,23.3,35
"22-11085",94233393,2022-05-20 11:15:00,19.1875,20.75,20.8125,1731,23.4,50
"22-11085",94233393,2022-05-20 11:30:00,19.25,20.875,21.125,1734,23.5,65
"22-11085",94233393,2022-05-20 11:45:00,19.4375,21.625,22.25,1738,23.5,80
"22-11085",94233393,2022-05-20 12:00:00,25.125,24.4375,24.5,534,0,95
"22-11085",94233393,2022-05-20 12:15:00,25.25,25.375,25.125,528,0,110
"22-11085",94233393,2022-05-20 12:30:00,24.5625,25.375,25.0625,483,0,125
"22-11086",94226789,2022-05-12 17:30:00,25,22.875,22.875,385,0,0
"22-11086",94226789,2022-05-12 17:45:00,18.125,23,23.375,1482,18.3,15
"22-11086",94226789,2022-05-12 18:00:00,18,23.375,24.5,1492,18.5,30
"22-11086",94226789,2022-05-12 18:15:00,18,23.625,24.5,1499,18.6,45
"22-11086",94226789,2022-05-12 18:30:00,18.125,23.4375,24.0625,1503,18.7,60
"22-11086",94226789,2022-05-12 18:45:00,18.125,23,23.75,1506,18.8,75
"22-11086",94226789,2022-05-12 19:00:00,18.1875,22.375,23,1508,18.8,90
"22-11086",94226789,2022-05-12 19:15:00,18.25,21.6875,21.75,1509,18.8,105
"22-11086",94226789,2022-05-12 19:30:00,18.25,20.875,20.6875,1510,18.8,120
"22-11088",94226775,2022-05-20 10:20:00,NA,NA,NA,NA,NA,NA
"22-11089",94226721,2022-05-16 09:15:00,16,19.1875,19,947,6.6,5
"22-11089",94226721,2022-05-16 09:30:00,15.125,17.9375,18.375,947,6.6,20
"22-11089",94226721,2022-05-16 09:45:00,14.875,17.875,18.5,949,6.7,35
"22-11089",94226721,2022-05-16 10:00:00,14.875,17.875,18.4375,949,6.7,50
"22-11089",94226721,2022-05-16 10:15:00,14.875,18.125,18.75,951,6.7,65
"22-11089",94226721,2022-05-16 10:30:00,14.875,18.375,19.0625,952,6.8,80
"22-11089",94226721,2022-05-16 10:45:00,15,18.75,19.5,955,6.8,95
"22-11089",94226721,2022-05-16 11:00:00,15.0625,19,19.875,956,6.9,110
"22-11089",94226721,2022-05-16 11:15:00,15.125,19.5,20.375,958,6.9,125
"22-11090",94233368,2022-05-13 09:15:00,25.75,24.875,24.625,378,0,2
"22-11090",94233368,2022-05-13 09:30:00,25.6875,25.3125,24,806,3.5,13
"22-11090",94233368,2022-05-13 09:45:00,25.6875,23.8125,21.25,805,3.4,28
"22-11090",94233368,2022-05-13 10:00:00,25.625,24,22.25,808,3.5,43
"22-11090",94233368,2022-05-13 10:15:00,25.5,22,20.125,803,3.4,58
"22-11090",94233368,2022-05-13 10:30:00,25.125,21.75,20.375,803,3.4,73
"22-11090",94233368,2022-05-13 10:45:00,25,22.0625,20.75,805,3.4,88
"22-11090",94233368,2022-05-13 11:00:00,25.25,26.5,24.75,820,3.8,103
"22-11090",94233368,2022-05-13 11:15:00,26.5,26.5625,23.625,822,3.8,118
"22-11091",94233371,2022-05-12 17:45:00,28.3125,23.5,23.625,390,0,5
"22-11091",94233371,2022-05-12 18:00:00,22.875,24.875,22.6875,1116,10.4,10
"22-11091",94233371,2022-05-12 18:15:00,22,25.125,23.875,1124,10.6,25
"22-11091",94233371,2022-05-12 18:30:00,21.75,25.25,24.5,1127,10.6,40
"22-11091",94233371,2022-05-12 18:45:00,21.625,24.875,24.125,1132,10.8,55
"22-11091",94233371,2022-05-12 19:00:00,21.5,24.125,24,1133,10.8,70
"22-11091",94233371,2022-05-12 19:15:00,21.4375,23.1875,22,1134,10.8,85
"22-11091",94233371,2022-05-12 19:30:00,21.375,22.125,20.875,1134,10.8,100
"22-11091",94233371,2022-05-12 19:45:00,21.25,21.125,18.75,1133,10.8,115
"22-11092",NA,2022-05-17 12:42:00,NA,NA,NA,NA,NA,NA
"22-11093",94233370,2022-05-31 09:30:00,12.875,19.625,17.5625,1313,14.7,5
"22-11093",94233370,2022-05-31 09:45:00,11.75,14.8125,15.375,1308,14.6,20
"22-11093",94233370,2022-05-31 10:00:00,11.625,13.625,14.625,1308,14.6,35
"22-11093",94233370,2022-05-31 10:15:00,11.5625,13.1875,14.25,1308,14.6,50
"22-11093",94233370,2022-05-31 10:30:00,11.625,13.3125,15.125,1309,14.6,65
"22-11093",94233370,2022-05-31 10:45:00,11.625,13.625,15.625,1310,14.6,80
"22-11093",94233370,2022-05-31 11:00:00,11.625,13.8125,16.3125,1311,14.6,95
"22-11093",94233370,2022-05-31 11:15:00,11.6875,13.8125,15.75,1312,14.7,110
"22-11093",94233370,2022-05-31 11:30:00,11.75,13.5625,15,1312,14.7,125
"22-11094",94226722,2022-05-20 10:00:00,26.875,26.5,26.4375,545,0,5
"22-11094",94226722,2022-05-20 10:15:00,25.25,27.375,26,719,1.5,10
"22-11094",94226722,2022-05-20 10:30:00,24.375,26.625,24.4375,715,1.4,25
"22-11094",94226722,2022-05-20 10:45:00,25.75,27.5625,26,719,1.5,40
"22-11094",94226722,2022-05-20 11:00:00,25.75,27.875,26,720,1.5,55
"22-11094",94226722,2022-05-20 11:15:00,25.625,27.25,25.125,716,1.4,70
"22-11094",94226722,2022-05-20 11:30:00,26.6875,28.125,26.3125,720,1.5,85
"22-11094",94226722,2022-05-20 11:45:00,26.9375,28.75,26.625,721,1.5,100
"22-11094",94226722,2022-05-20 12:00:00,27.5,29,27,722,1.5,115
"22-11095",94233398,2022-05-18 09:30:00,14.0625,16.5625,17.125,1408,16.7,2
"22-11095",94233398,2022-05-18 09:45:00,18.75,17.4375,18.8125,1283,14,13
"22-11095",94233398,2022-05-18 10:00:00,17.375,20.5,20.5,1307,14.5,28
"22-11095",94233398,2022-05-18 10:15:00,18.25,21.625,21.125,1315,14.7,43
"22-11095",94233398,2022-05-18 10:30:00,19.125,22.375,22,1321,14.8,58
"22-11095",94233398,2022-05-18 10:45:00,20.125,23.25,22.5,1326,15,73
"22-11095",94233398,2022-05-18 11:00:00,20.9375,23.5,22.625,1328,15,88
"22-11095",94233398,2022-05-18 11:15:00,21.5,24.25,23.875,1333,15.1,103
"22-11095",94233398,2022-05-18 11:30:00,22.375,25,24.25,1336,15.2,118
"22-11097",94233314,2022-05-19 13:00:00,19.625,26.125,26.875,1107,10.2,0
"22-11097",94233314,2022-05-19 13:15:00,19.25,25.5,26.625,1111,10.3,15
"22-11097",94233314,2022-05-19 13:30:00,19.1875,26.25,27.75,1115,10.4,30
"22-11097",94233314,2022-05-19 13:45:00,19.25,26.25,27.25,1118,10.4,45
"22-11097",94233314,2022-05-19 14:00:00,19.375,26.375,27.375,1122,10.5,60
"22-11097",94233314,2022-05-19 14:15:00,19.5,26.5,27.75,1125,10.6,75
"22-11097",94233314,2022-05-19 14:30:00,19.6875,26.5,27.625,1127,10.6,90
"22-11097",94233314,2022-05-19 14:45:00,28.375,27.75,29.125,413,0,105
"22-11097",94233314,2022-05-19 15:00:00,29.625,28.5625,29,410,0,120
"22-11098",94233312,2022-05-16 09:05:00,NA,NA,NA,NA,NA,NA
"22-11100",94226773,2022-05-20 10:15:00,24.875,23.75,23.375,420,0,3
"22-11100",94226773,2022-05-20 10:30:00,19.125,21.625,21.5625,1253,13.4,12
"22-11100",94226773,2022-05-20 10:45:00,19.125,20.75,21.25,1253,13.4,27
"22-11100",94226773,2022-05-20 11:00:00,19.125,20.6875,21.4375,1255,13.4,42
"22-11100",94226773,2022-05-20 11:15:00,19.25,20.6875,21.375,1256,13.4,57
"22-11100",94226773,2022-05-20 11:30:00,19.25,20.75,21.5,1257,13.5,72
"22-11100",94226773,2022-05-20 11:45:00,19.375,21.125,22.1875,1258,13.5,87
"22-11100",94226773,2022-05-20 12:00:00,19.5,21.375,22.75,1260,13.5,102
"22-11100",94226773,2022-05-20 12:15:00,19.5625,22.75,24.75,1262,13.6,117
