"i","T1_mean","T1_max","T1_min","T1_sd","T1_var","T2_mean","T2_max","T2_min","T2_sd","T2_var","T3_mean","T3_max","T3_min","T3_sd","T3_var","Raw_moist_mean","Raw_moist_max","Raw_moist_min","Raw_moist_sd","Raw_moist_var","Vol_moist_mean","Vol_moist_max","Vol_moist_min","Vol_moist_sd","Vol_moist_var"
"24-11016","18.1736111111111","18.375","17.8125","0.239583333333333","0.0574001736111111","22.0625","23.75","21.25","0.808886194096549","0.654296875","23.2222222222222","24.5","22.375","0.769988275524014","0.592881944444444","2311.66666666667","2322","2291","11.0113577727726","121.25","34.7444444444444","34.9","34.4","0.194365063161509","0.0377777777777775"
"24-11017","22.9722222222222","23.9375","22","0.720182750726817","0.518663194444444","23.2847222222222","25.0625","22.5","0.82568101101118","0.681749131944444","23.1597222222222","23.875","22.75","0.336733955734263","0.113389756944444","1133.44444444444","1140","1120","6.89403929331548","47.5277777777778","10.7777777777778","10.9","10.5","0.148136573621927","0.0219444444444445"
"24-11018","16.5902777777778","16.75","16.4375","0.0993686668142652","0.00987413194444444","21.1388888888889","21.875","20.75","0.382449161472621","0.146267361111111","22.2847222222222","23.25","21.75","0.540463407128035","0.292100694444444","1296.44444444444","1298","1294","1.23603308118261","1.52777777777778","14.3222222222222","14.4","14.3","0.0440958551844097","0.00194444444444443"
"24-11019","15.0069444444444","15.375","14.75","0.219739824059677","0.0482855902777778","18.8194444444444","21.375","17","1.65608620783393","2.74262152777778","19.4861111111111","22.875","17.0625","2.06953765636461","4.28298611111111","1378.11111111111","1383","1370","3.85501116874013","14.8611111111111","16.0555555555556","16.2","15.9","0.0881917103688198","0.0077777777777778"
"24-11020","18.1666666666667","18.5625","17.875","0.267000117041173","0.0712890625","22.0416666666667","24.625","19.875","1.71476811478987","2.9404296875","21.7430555555556","24.625","19","1.77312963859888","3.14398871527778","1454.55555555556","1459","1449","3.53946009693255","12.5277777777778","17.7","17.8","17.6","0.0707106781186545","0.00499999999999996"
"24-11021","18.125","19.0625","16.8125","0.808886194096549","0.654296875","21.5555555555556","23.3125","19.625","1.22412454545188","1.49848090277778","21.3472222222222","23","19.4375","1.0852847008709","1.17784288194444","1639.11111111111","1644","1629","4.83333333333333","23.3611111111111","21.5111111111111","21.6","21.3","0.105409255338947","0.0111111111111112"
"24-11022","17.3680555555556","17.9375","16.0625","0.630789160716778","0.397894965277778","21.1180555555556","23.4375","20.125","1.28750168554366","1.65766059027778","21.5416666666667","24.4375","20.3125","1.34338657876279","1.8046875","1600.55555555556","1607","1595","4.09606857581484","16.7777777777778","20.7222222222222","20.9","20.6","0.0971825315807545","0.00944444444444434"
"24-11023","19.7361111111111","19.8125","19.625","0.0683066512948125","0.00466579861111111","20.1319444444444","22.1875","17.875","1.56451259271946","2.44769965277778","19.5","21.75","17.375","1.35892593157243","1.8466796875","780.444444444444","792","774","6.28711203795334","39.5277777777778","2.87777777777778","3.1","2.7","0.130170827931778","0.0169444444444445"
"24-11024","19.3611111111111","19.375","19.25","0.0416666666666667","0.00173611111111111","18.6319444444444","20.0625","17.1875","1.05763797694569","1.11859809027778","19","21.125","17.625","1.28998546503439","1.6640625","1733.11111111111","1742","1720","7.88106027835793","62.1111111111111","23.4444444444444","23.6","23.2","0.166666666666667","0.027777777777778"
"24-11025","19.1041666666667","19.25","18.875","0.139754248593737","0.01953125","19.3611111111111","21.75","17.375","1.79538736728627","3.22341579861111","19.6805555555556","22.75","17.8125","1.79475267175669","3.22113715277778","1313.11111111111","1319","1309","3.25747004761534","10.6111111111111","14.6777777777778","14.8","14.6","0.0833333333333337","0.0069444444444445"
"24-11026","19.3472222222222","19.5","19.1875","0.0943269285222647","0.00889756944444444","19.5069444444444","21.625","17.625","1.66959378376232","2.78754340277778","19.0486111111111","21.375","17.25","1.48849027494677","2.21560329861111","1960.33333333333","1962","1958","1.4142135623731","2","27.9888888888889","28","27.9","0.0333333333333338","0.00111111111111114"
"24-11027","17.8611111111111","18.625","16.25","0.889268582100544","0.790798611111111","19.6388888888889","21.0625","18.625","0.889268582100544","0.790798611111111","19.4236111111111","21.875","17.875","1.16666666666667","1.36111111111111","1906.77777777778","1920","1881","13.0745724383035","170.944444444444","26.9333333333333","27.2","26.4","0.273861278752583","0.0750000000000002"
"24-11028","15.9236111111111","16.25","15.5","0.31215258466191","0.0974392361111111","17.8333333333333","19.5","16.5","0.822059152372869","0.67578125","17.7638888888889","19.125","16.625","0.891462203972278","0.794704861111111","1375.88888888889","1395","1349","14.8277142915256","219.861111111111","16.0222222222222","16.4","15.4","0.319287401011134","0.101944444444444"
"24-11029","15.6319444444444","15.75","15.5","0.10099333036284","0.0101996527777778","16.6805555555556","17","16.25","0.224139945743229","0.0502387152777778","17.2708333333333","17.625","16.75","0.321738441905844","0.103515625","1499.77777777778","1502","1496","1.85592145427667","3.44444444444444","18.6444444444444","18.7","18.6","0.0527046276694719","0.00277777777777766"
"24-11030","16.6388888888889","16.8125","16.5","0.120130860361154","0.0144314236111111","17.4791666666667","18","17","0.36710437888971","0.134765625","17.5902777777778","18.375","16.9375","0.488251735219082","0.238389756944444","1512.66666666667","1517","1503","4.89897948556636","24","18.9","19","18.7","0.111803398874989","0.0125"
"24-11031","18.9791666666667","19.125","18.8125","0.11267347735825","0.0126953125","20.1666666666667","21.25","19.5","0.565098166250785","0.3193359375","20.0833333333333","20.75","19.5625","0.396518048139048","0.1572265625","2131.77777777778","2135","2120","4.79003595439997","22.9444444444444","31.3333333333333","31.4","31.1","0.0999999999999989","0.00999999999999978"
"24-11032","21.1666666666667","21.375","20.625","0.235932326102211","0.0556640625","22.625","24.625","20.8125","1.22474487139159","1.5","21.7152777777778","23.625","19.9375","1.36720486100088","1.86924913194444","1779.66666666667","1786","1766","7.39932429347437","54.75","24.3888888888889","24.5","24.1","0.153659074288215","0.023611111111111"
"24-11033","18.3402777777778","18.375","18.25","0.0551198189805123","0.00303819444444444","19.1805555555556","19.5","18.625","0.288863012997126","0.0834418402777778","19.4930555555556","19.9375","18.75","0.360994238565905","0.130316840277778","1382","1386","1371","5.02493781056044","25.25","16.1444444444444","16.2","15.9","0.113038833052087","0.0127777777777777"
"24-11034","16.6597222222222","16.6875","16.625","0.0329403922934206","0.00108506944444444","18.4305555555556","18.75","18","0.248912565528094","0.0619574652777778","19.0416666666667","19.5","18.5625","0.345167531787102","0.119140625","1502.55555555556","1504","1500","1.42400062421959","2.02777777777778","18.6888888888889","18.7","18.6","0.0333333333333326","0.00111111111111106"
"24-11035","21.6458333333333","22.5","20","0.949917759598166","0.90234375","27.3333333333333","31","23.25","3.22874661246435","10.4248046875","23.8541666666667","26.875","20.75","2.59976711697413","6.7587890625","1059.77777777778","1066","1055","3.99304951690365","15.9444444444444","9.17777777777778","9.3","9.1","0.0833333333333337","0.0069444444444445"
"24-11036","16.7986111111111","16.875","16.625","0.0925853585137041","0.00857204861111111","19.3125","19.75","18.875","0.336572800445906","0.11328125","19.2430555555556","19.9375","18.625","0.471289417744317","0.222113715277778","1657.22222222222","1662","1649","4.11636301174282","16.9444444444444","21.9","22","21.7","0.1","0.01"
"24-11037","17.2222222222222","17.4375","17","0.140141917157018","0.0196397569444444","18.2152777777778","18.6875","17.75","0.261663680980843","0.0684678819444444","19.1180555555556","20.125","18.375","0.468170938630088","0.219184027777778","1727.66666666667","1728","1727","0.5","0.25","23.3","23.3","23.3","0","0"
"24-11038","15.2847222222222","15.4375","15.125","0.0993686668142652","0.00987413194444444","17.7152777777778","18.4375","17.1875","0.485242279118838","0.235460069444444","18.7777777777778","19.875","18","0.695346636178277","0.483506944444444","1601.44444444444","1603","1600","1.33333333333333","1.77777777777778","20.7444444444444","20.8","20.7","0.0527046276694737","0.00277777777777786"
"24-11039","25.0234375","25.875","24.25","0.578577284472129","0.334751674107143","35.7890625","37.125","34.5","0.894512973534442","0.800153459821429","33.3828125","34.3125","32.625","0.580022224789706","0.33642578125","1490","1504","1470","11.6128008188009","134.857142857143","18.425","18.7","18","0.249284690951645","0.0621428571428571"
"24-11040","24.6388888888889","25.25","23.75","0.493886232963737","0.243923611111111","36.4236111111111","37.125","36.125","0.336250258157687","0.113064236111111","35.4513888888889","36.125","34.875","0.495859593142163","0.245876736111111","1480.88888888889","1484","1475","2.84800124843918","8.11111111111111","18.2444444444444","18.3","18.1","0.072648315725678","0.0052777777777778"
"24-11041","24.5138888888889","24.875","24","0.26841872347344","0.0720486111111111","32.75","36.125","28.5","2.97892991483519","8.8740234375","31.0486111111111","34.625","28.25","2.20124649031205","4.84548611111111","1591.55555555556","1598","1584","5.70331287742289","32.5277777777778","20.5555555555556","20.7","20.4","0.123603308118261","0.0152777777777778"
"24-11042","25.9583333333333","26.875","24.875","0.70433922934904","0.49609375","36.125","36.75","35.4375","0.474958879799083","0.2255859375","35.2708333333333","36.375","34","0.706415909716082","0.4990234375","1843.55555555556","1845","1839","2.00693242979872","4.02777777777778","25.6777777777778","25.7","25.6","0.0440958551844089","0.00194444444444436"
"24-11043","23.9722222222222","24.5","23.5","0.309534540793826","0.0958116319444444","23.8263888888889","25.375","22.25","1.04758734056455","1.09743923611111","23.3680555555556","24.1875","21.8125","0.839947708359144","0.705512152777778","1613.11111111111","1617","1599","6.33333333333333","40.1111111111111","21.0111111111111","21.1","20.7","0.153659074288215","0.0236111111111113"
"24-11044","23.125","23.5625","22.5","0.416927002003948","0.173828125","24.4166666666667","26.25","22.875","1.02697979532219","1.0546875","24.3194444444444","25.6875","22.875","0.892921624655702","0.797309027777778","1289.44444444444","1294","1284","3.35824027993498","11.2777777777778","14.1777777777778","14.3","14.1","0.0666666666666668","0.00444444444444447"
"24-11045","22.7986111111111","23.6875","21.9375","0.573484567020867","0.328884548611111","22.625","24.4375","21.4375","0.936457753985731","0.876953125","22.5833333333333","23.625","21.625","0.660699203495812","0.4365234375","1443.66666666667","1447","1440","2.23606797749979","5","17.4555555555556","17.5","17.4","0.0527046276694737","0.00277777777777786"
"24-11046","22.7569444444444","23.6875","21.8125","0.630014605209893","0.396918402777778","22.1875","23","21.25","0.652519156806909","0.42578125","22.4166666666667","23.1875","21.625","0.53491383651949","0.2861328125","1523.77777777778","1532","1517","5.309844107358","28.1944444444444","19.1333333333333","19.3","19","0.122474487139159","0.015"
"24-11047","16.9166666666667","18.875","16.5","0.75065075934152","0.5634765625","17.2222222222222","22.375","15.875","2.00855375692174","4.03428819444444","16.6666666666667","20.3125","15.375","1.56281246875625","2.4423828125","1845.33333333333","1858","1830","9.73396116696589","94.75","25.7","26","25.4","0.212132034355964","0.0449999999999999"
"24-11048","17.2708333333333","17.5","17.125","0.136215591985646","0.0185546875","17.7361111111111","19.75","16.125","1.30682470079621","1.70779079861111","17.3194444444444","19.5","15.625","1.44611698706494","2.09125434027778","1455.77777777778","1470","1440","10.4016558510866","108.194444444444","17.7111111111111","18","17.4","0.214734978778752","0.0461111111111111"
"24-11049","17.1736111111111","17.75","16.8125","0.321401012927948","0.103298611111111","17.9652777777778","20.375","15.8125","1.48136573621926","2.19444444444444","18.1597222222222","21","15.5","1.79275645151383","3.21397569444444","1255.55555555556","1266","1244","7.10828937071204","50.5277777777778","13.4333333333333","13.7","13.2","0.158113883008419","0.0249999999999999"
"24-11050","15.5138888888889","15.8125","15.25","0.192073842860268","0.0368923611111111","16.7569444444444","18.125","15.375","0.905950621048287","0.820746527777778","16.8125","18.4375","15.125","1.05419548708956","1.111328125","1535.22222222222","1539","1531","2.72845092395748","7.44444444444444","19.3777777777778","19.5","19.3","0.0666666666666661","0.00444444444444436"
"24-11051","23.8402777777778","24.25","23.375","0.329403922934206","0.108506944444444","23.9722222222222","26.875","22.625","1.28357681672911","1.64756944444444","23.4930555555556","27","22","1.4649033552688","2.14594184027778","1136","1148","1123","8.77496438739212","77","10.8555555555556","11.1","10.6","0.200693242979872","0.0402777777777778"
"24-11052","21.4097222222222","21.625","21.25","0.129267433812405","0.0167100694444444","22.4166666666667","23.1875","21.625","0.431883592533914","0.1865234375","22.75","23.625","22","0.597030411704462","0.3564453125","1719","1721","1715","2.17944947177034","4.75","23.1666666666667","23.2","23.1","0.0499999999999989","0.00249999999999989"
"24-11053","27.4722222222222","27.875","26.9375","0.359186242699306","0.129014756944444","26.2152777777778","29.5","23.1875","2.03151707645898","4.12706163194444","24.8194444444444","28.25","22.0625","2.00474155822584","4.01898871527778","1435.11111111111","1439","1426","3.72305131728145","13.8611111111111","17.2888888888889","17.4","17.1","0.0781735959970566","0.00611111111111102"
"24-11054","26.9027777777778","27.25","26.3125","0.296646476372878","0.0879991319444444","25.7083333333333","28.125","23.375","1.55843220497396","2.4287109375","24.6388888888889","28.3125","21.9375","2.0527177530316","4.21365017361111","1813","1818","1804","5.02493781056044","25.25","25.0666666666667","25.2","24.9","0.1","0.01"
"24-11055","30.4861111111111","31.625","29.5","0.761486120104044","0.579861111111111","31.5277777777778","33.3125","26.1875","2.15400950426047","4.63975694444444","31.0902777777778","32.5","27.625","1.4820248207923","2.19639756944444","2046.44444444444","2072","2004","23.4793053086708","551.277777777778","29.6888888888889","30.2","28.9","0.451232879022696","0.203611111111111"
"24-11056","20.25","20.375","20.125","0.0883883476483184","0.0078125","25.0833333333333","25.75","24.25","0.510629207449006","0.2607421875","26.0138888888889","26.75","25","0.622477548680361","0.387478298611111","1373.44444444444","1379","1365","4.71993408616877","22.2777777777778","15.9777777777778","16.1","15.8","0.0971825315807552","0.00944444444444449"
"24-11057","19.0625","19.0625","19.0625","0","0","24.0416666666667","24.25","23.75","0.136215591985646","0.0185546875","24.9861111111111","25.25","24.5","0.222682899233666","0.0495876736111111","1551.77777777778","1553","1550","0.97182531580755","0.944444444444444","19.7","19.7","19.7","0","0"
"24-11058","21.1597222222222","21.375","20.25","0.391699909936733","0.153428819444444","25.1805555555556","27.375","24.375","0.978002410670739","0.956488715277778","26.2291666666667","27.75","25.625","0.63353546664729","0.4013671875","1490.55555555556","1492","1486","1.9436506316151","3.77777777777778","18.4666666666667","18.5","18.3","0.0707106781186547","0.00499999999999999"
"24-11059","21.4296875","22.0625","20.375","0.631605716606492","0.39892578125","27.2109375","29.625","26","1.26726359974948","1.60595703125","26.5546875","28.625","25.875","0.862433680162464","0.743791852678571","1983.125","1990","1978","3.97986001189561","15.8392857142857","28.4375","28.6","28.3","0.091612538131291","0.00839285714285724"
"24-11060","21.0347222222222","21.8125","20","0.657818891826956","0.432725694444444","28.7847222222222","30.5","27.5","1.11151251429952","1.23546006944444","28.8611111111111","31","27.5","1.19315175527303","1.42361111111111","2059.77777777778","2065","2055","3.1135902820449","9.69444444444444","29.9111111111111","30","29.8","0.0600925212577332","0.00361111111111111"
"24-11061","24.8055555555556","26.75","23.0625","1.29128858713991","1.66742621527778","33.1527777777778","35.375","29.875","1.79275645151383","3.21397569444444","31.3472222222222","32.9375","29.625","1.192469499377","1.42198350694444","1469.66666666667","1510","1425","28.0846933399672","788.75","17.9888888888889","18.8","17.1","0.566666666666667","0.321111111111111"
"24-11062","17.5208333333333","17.625","17.4375","0.0698771242968684","0.0048828125","23.9027777777778","24.75","23.125","0.624305169323821","0.389756944444444","26.2013888888889","27.25","24.875","0.870399612885433","0.757595486111111","1179.66666666667","1199","1159","13.2476412994918","175.5","11.7888888888889","12.2","11.3","0.293446947694317","0.086111111111111"
"24-11063","25.1180555555556","25.625","24.8125","0.260416666666667","0.0678168402777778","29.8125","30.375","28.25","0.617138051816609","0.380859375","31.1180555555556","31.625","30.25","0.468170938630088","0.219184027777778","1170.44444444444","1174","1156","5.79031758868007","33.5277777777778","11.5888888888889","11.7","11.3","0.126929551764398","0.016111111111111"
"24-11064","30.2222222222222","30.375","30","0.153447081902669","0.0235460069444444","35.9444444444444","38.25","33.9375","1.42297157043905","2.02484809027778","34.6666666666667","37.0625","32.5","1.51393268922367","2.2919921875","1325","1330","1315","4.33012701892219","18.75","14.9444444444444","15","14.7","0.101379375504971","0.0102777777777778"
"24-11065","34.1111111111111","35.1875","32.8125","0.782360322109392","0.612087673611111","34.8680555555556","37.625","32","1.88550299065734","3.55512152777778","33.0694444444444","35.625","31","1.68878551858363","2.85199652777778","1691.66666666667","1701","1660","13.4070876777919","179.75","22.6222222222222","22.8","22","0.268224615657185","0.0719444444444446"
"24-11066","28.3402777777778","28.5625","27.9375","0.202790857645123","0.0411241319444444","32.2986111111111","35.25","30.125","1.77046564810253","3.13454861111111","32.3472222222222","34.625","30.125","1.60020479375124","2.56065538194444","1389","1392","1384","2.78388218141501","7.75","16.2888888888889","16.4","16.2","0.0600925212577332","0.00361111111111111"
"24-11067","24.9027777777778","26","24.25","0.617225956959398","0.380967881944444","30.1319444444444","34.25","27.3125","2.53711597395109","6.43695746527778","29.1041666666667","31","26.875","1.43307743597476","2.0537109375","1274","1299","1244","17.7974717305577","316.75","13.8333333333333","14.4","13.2","0.396862696659689","0.1575"
"24-11068","25.1458333333333","26.875","23.5","1.19365182842402","1.4248046875","29.1666666666667","30.375","26.8125","1.20017902310447","1.4404296875","29.0277777777778","30.1875","26.25","1.32291666666667","1.75010850694444","1184.22222222222","1196","1164","11.3333333333333","128.444444444444","11.8777777777778","12.1","11.5","0.233333333333333","0.0544444444444444"
"24-11069","26.1796875","27.75","24.5","1.1968324544844","1.43240792410714","32.390625","33.375","30","1.1932426932523","1.423828125","30.4921875","31.5","28.375","1.10520153099204","1.22147042410714","1213.125","1233","1186","15.7519840020234","248.125","12.525","13","11.9","0.37321001364609","0.139285714285714"
"24-11070","27.4652777777778","29","25.625","1.17223374138627","1.37413194444444","33.3125","36","31.125","1.42384821873681","2.02734375","30.9166666666667","33.25","29","1.26398427600979","1.59765625","1153.77777777778","1175","1126","15.2707054337527","233.194444444444","11.2222222222222","11.7","10.6","0.32702361450581","0.106944444444444"
"24-11071","30.9444444444444","31.5","30.5","0.297194637868481","0.0883246527777778","32.9097222222222","36","30.125","1.90166228454067","3.61631944444444","31.0902777777778","33.5","29","1.60993955847555","2.59190538194444","1242.33333333333","1248","1232","5.31507290636732","28.25","13.1444444444444","13.3","12.9","0.142400062421959","0.0202777777777778"
"24-11072","26.2361111111111","26.75","25.375","0.585283199495006","0.342556423611111","32.3125","36.25","30.125","2.17271791197109","4.720703125","32.0277777777778","36","29.5625","2.37090747540777","5.62120225694444","1560.66666666667","1566","1549","5.40832691319598","29.25","19.9111111111111","20","19.7","0.105409255338946","0.0111111111111111"
"24-11073","24.9375","25.125","24.625","0.182217246713916","0.033203125","28.2361111111111","29.75","27.25","0.875433920185362","0.766384548611111","28.7291666666667","30.5625","27.75","0.976781225505487","0.9541015625","1502.22222222222","1503","1501","0.666666666666667","0.444444444444444","18.7","18.7","18.7","0","0"
"24-11074","22.7847222222222","22.875","22.5","0.113153963450002","0.0128038194444444","27.75","30.375","26.75","1.14564392373896","1.3125","28.7430555555556","30.9375","27.875","0.951686642376459","0.905707465277778","1630.77777777778","1633","1629","1.20185042515466","1.44444444444444","21.3555555555556","21.4","21.3","0.0527046276694719","0.00277777777777766"
"24-11075","25.671875","26.125","25.3125","0.274979707043473","0.0756138392857143","30.84375","34.0625","28.75","1.86245805321892","3.46875","30.4609375","34","27.375","2.45289040052023","6.01667131696429","1523.75","1535","1508","9.88144003386435","97.6428571428571","19.1125","19.4","18.8","0.210017006114131","0.0441071428571428"
"24-11076","31.1805555555556","31.625","31","0.208333333333333","0.0434027777777778","32.8333333333333","36.625","30","2.1030576697989","4.4228515625","30.7430555555556","35.75","28.0625","2.79865419045972","7.83246527777778","1406.77777777778","1416","1381","12.2451804578146","149.944444444444","16.6555555555556","16.9","16.1","0.269773567603977","0.0727777777777776"
"24-11077","29.0972222222222","30","28.25","0.614053443882896","0.377061631944444","28.3263888888889","29.375","27.625","0.695814620506864","0.484157986111111","27.9513888888889","29","27.5","0.555316788969243","0.308376736111111","1204.55555555556","1208","1202","2.06827894099848","4.27777777777778","12.3333333333333","12.4","12.3","0.0499999999999998","0.00249999999999998"
"24-11078","22.2986111111111","22.375","22.1875","0.0607390822379719","0.00368923611111111","26.3402777777778","26.875","25.8125","0.373840800935966","0.139756944444444","27.0833333333333","27.625","26.375","0.493116682439359","0.2431640625","1466.44444444444","1468","1464","1.23603308118261","1.52777777777778","17.9222222222222","18","17.9","0.0440958551844105","0.0019444444444445"
"24-11079","26.4861111111111","26.875","26.25","0.229166666666667","0.0525173611111111","29.4166666666667","30.4375","26.375","1.36537826718459","1.8642578125","27.5694444444444","28.625","24.9375","1.1610728994244","1.34809027777778","1102.11111111111","1105","1097","2.84800124843918","8.11111111111111","10.1","10.2","10","0.0866025403784436","0.00749999999999995"
"24-11080","22.9027777777778","23.5","22.625","0.315781383150502","0.0997178819444444","26.6319444444444","28.375","25.375","1.15135977881711","1.32562934027778","26.3819444444444","27.625","24.5625","0.871894289910066","0.760199652777778","1087.77777777778","1100","1069","10.4376455412341","108.944444444444","9.78888888888889","10","9.4","0.208832734769028","0.0436111111111111"
"24-11081","28.125","28.75","27.875","0.279508497187474","0.078125","31.1944444444444","32.8125","29.75","0.889085535973777","0.790473090277778","28.3125","29.125","27.5","0.53125","0.2822265625","1391.55555555556","1396","1383","4.245913067619","18.0277777777778","16.3444444444444","16.4","16.2","0.0726483157256772","0.00527777777777768"
"24-11082","30.9166666666667","31.625","30.5625","0.36710437888971","0.134765625","31.2361111111111","32.0625","30.1875","0.624826364769534","0.390407986111111","29.2777777777778","30.625","28.375","0.75719924355776","0.573350694444444","1186.22222222222","1195","1170","8.2882111727709","68.6944444444444","11.9333333333333","12.1","11.6","0.173205080756888","0.0299999999999999"
"24-11083","23.6180555555556","24.25","22.875","0.547048583562537","0.299262152777778","25.7569444444444","27.125","22.875","1.31415239899251","1.72699652777778","25.0069444444444","26.125","22.375","1.20239200254234","1.44574652777778","1153.66666666667","1157","1149","2.73861278752583","7.5","11.2222222222222","11.3","11.1","0.0833333333333339","0.00694444444444453"
"24-11084","24.6944444444444","24.9375","24.375","0.23269070733009","0.0541449652777778","25.8680555555556","27.625","21.9375","2.03615859899905","4.14594184027778","25.2361111111111","26.875","22.25","1.68772503643547","2.84841579861111","1136.22222222222","1142","1122","7.39556924411126","54.6944444444444","10.8333333333333","11","10.5","0.173205080756888","0.03"
"24-11085","23.5763888888889","24.125","23.1875","0.287733902436107","0.0827907986111111","23.5625","27.25","21.375","1.97494066366562","3.900390625","23.5347222222222","27.125","21.5","1.85592145427667","3.44444444444444","1302.11111111111","1309","1294","4.01386485959743","16.1111111111111","14.4444444444444","14.6","14.3","0.0881917103688194","0.00777777777777772"
